Unnamed: 8,Unnamed: 9,reclamo_ano,reclamo_cantidad,reclamo_mes_nombre,reclamo_mes_nro,reclamo_origen,reclamo_prestadora,reclamo_sede_enargas,reclamo_tipo
,,2019,5,Diciembre,12,Medio electronico,NATURGY BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,1,Diciembre,12,Correo Postal,NATURGY BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,63,Diciembre,12,Telefonico,NATURGY BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,1,Diciembre,12,Personal,NATURGY BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,4,Diciembre,12,Medio electronico,NATURGY BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,2,Diciembre,12,Medio electronico,NATURGY BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,7,Diciembre,12,Personal,NATURGY BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,3,Diciembre,12,Correo Postal,NATURGY BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,14,Diciembre,12,Medio electronico,NATURGY BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,2,Diciembre,12,Telefonico,NATURGY BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,1,Diciembre,12,Personal,NATURGY BAN S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,3,Diciembre,12,Medio electronico,NATURGY BAN S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,3,Diciembre,12,Correo Postal,NATURGY BAN S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,3,Diciembre,12,Telefonico,NATURGY BAN S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2018,1,Enero,1,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Bahía Blanca,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Bahía Blanca,III - Gestión de Prestaciones
,,2018,1,Enero,1,Personal,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,II  - Inconvenientes con el suministro de gas
,,2018,5,Enero,1,Telefónico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Correo Postal,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,II  - Inconvenientes con el suministro de gas
,,2018,4,Enero,1,Medio electrónico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,II  - Inconvenientes con el suministro de gas
,,2018,7,Enero,1,Personal,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,I   - Facturación y Gestión de Deudas
,,2018,5,Enero,1,Telefónico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,I   - Facturación y Gestión de Deudas
,,2018,4,Enero,1,Medio electrónico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,I   - Facturación y Gestión de Deudas
,,2018,1,Enero,1,Medio electrónico,GAS NEA S.A.,Centro Regional Concordia,III - Gestión de Prestaciones
,,2018,3,Enero,1,Medio electrónico,GAS NEA S.A.,Centro Regional Concordia,I   - Facturación y Gestión de Deudas
,,2018,1,Enero,1,Correo Postal,GAS NEA S.A.,Centro Regional Concordia,I   - Facturación y Gestión de Deudas
,,2018,1,Enero,1,Medio electrónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,II  - Inconvenientes con el suministro de gas
,,2018,5,Enero,1,Telefónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,II  - Inconvenientes con el suministro de gas
,,2018,11,Enero,1,Telefónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,III - Gestión de Prestaciones
,,2018,2,Enero,1,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,III - Gestión de Prestaciones
,,2018,2,Enero,1,Correo Postal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,III - Gestión de Prestaciones
,,2018,10,Enero,1,Telefónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,I   - Facturación y Gestión de Deudas
,,2018,2,Enero,1,Medio electrónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,I   - Facturación y Gestión de Deudas
,,2018,5,Enero,1,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,I   - Facturación y Gestión de Deudas
,,2018,1,Enero,1,Correo Postal,SBD GAS DEL SUR S.A.,Centro Regional Cuyo,I   - Facturación y Gestión de Deudas
,,2018,5,Enero,1,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Personal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,II  - Inconvenientes con el suministro de gas
,,2018,2,Enero,1,Medio electrónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,II  - Inconvenientes con el suministro de gas
,,2018,3,Enero,1,Medio electrónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,III - Gestión de Prestaciones
,,2018,2,Enero,1,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,III - Gestión de Prestaciones
,,2018,2,Enero,1,Correo Postal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,I   - Facturación y Gestión de Deudas
,,2018,7,Enero,1,Medio electrónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,I   - Facturación y Gestión de Deudas
,,2018,6,Enero,1,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,I   - Facturación y Gestión de Deudas
,,2018,7,Enero,1,Personal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,I   - Facturación y Gestión de Deudas
,,2018,1,Enero,1,Correo Postal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,II  - Inconvenientes con el suministro de gas
,,2018,2,Enero,1,Medio electrónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,II  - Inconvenientes con el suministro de gas
,,2018,3,Enero,1,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,III - Gestión de Prestaciones
,,2018,4,Enero,1,Personal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,I   - Facturación y Gestión de Deudas
,,2018,1,Enero,1,Medio electrónico,COMPAÑÍA DE GAS DE LA COSTA S.A.,Centro Regional Mar Del Plata,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Telefónico,COMPAÑÍA DE GAS DE LA COSTA S.A.,Centro Regional Mar Del Plata,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Medio electrónico,GASNOR S.A.,Centro Regional Noroeste,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Telefónico,GASNOR S.A.,Centro Regional Noroeste,III - Gestión de Prestaciones
,,2018,3,Enero,1,Personal,CAMUZZI GAS DEL SUR S.A.,Centro Regional Río Grande,III - Gestión de Prestaciones
,,2018,1,Enero,1,Medio electrónico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Río Grande,III - Gestión de Prestaciones
,,2018,1,Enero,1,Telefónico,FIRMAT GAS S.A.,Centro Regional Rosario,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Personal,LITORAL GAS S.A.,Centro Regional Rosario,II  - Inconvenientes con el suministro de gas
,,2018,5,Enero,1,Telefónico,LITORAL GAS S.A.,Centro Regional Rosario,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Medio electrónico,LITORAL GAS S.A.,Centro Regional Rosario,II  - Inconvenientes con el suministro de gas
,,2018,2,Enero,1,Personal,LITORAL GAS S.A.,Centro Regional Rosario,I   - Facturación y Gestión de Deudas
,,2018,3,Enero,1,Medio electrónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional San Juan,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional San Juan,III - Gestión de Prestaciones
,,2018,1,Enero,1,Medio electrónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional San Juan,I   - Facturación y Gestión de Deudas
,,2018,1,Enero,1,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Santa Rosa,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Telefónico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Sur,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Telefónico,HIDENESA,Centro Regional Sur,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Telefónico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Trelew,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Personal,CAMUZZI GAS DEL SUR S.A.,Centro Regional Trelew,III - Gestión de Prestaciones
,,2018,8,Enero,1,Telefónico,GASNOR S.A.,Centro Regional Tucumán,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Medio electrónico,GASNOR S.A.,Centro Regional Tucumán,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Telefónico,GASNOR S.A.,Centro Regional Tucumán,I   - Facturación y Gestión de Deudas
,,2018,2,Enero,1,Correo Postal,GASNOR S.A.,Centro Regional Tucumán,I   - Facturación y Gestión de Deudas
,,2018,44,Enero,1,Telefónico,GAS NATURAL BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2018,21,Enero,1,Medio electrónico,GAS NATURAL BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2018,1,Enero,1,Telefónico,GAS NATURAL BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2018,24,Enero,1,Medio electrónico,GAS NATURAL BAN S.A.,Sede Central,III - Gestión de Prestaciones
,,2018,3,Enero,1,Correo Postal,GAS NATURAL BAN S.A.,Sede Central,III - Gestión de Prestaciones
,,2018,2,Enero,1,Personal,GAS NATURAL BAN S.A.,Sede Central,III - Gestión de Prestaciones
,,2018,1,Enero,1,Telefónico,GAS NATURAL BAN S.A.,Sede Central,III - Gestión de Prestaciones
,,2018,6,Enero,1,Medio electrónico,GAS NATURAL BAN S.A.,Sede Central,I   - Facturación y Gestión de Deudas
,,2018,1,Enero,1,Correo Postal,GAS NATURAL BAN S.A.,Sede Central,I   - Facturación y Gestión de Deudas
,,2018,1,Enero,1,Personal,GAS NATURAL BAN S.A.,Sede Central,I   - Facturación y Gestión de Deudas
,,2018,11,Enero,1,Telefónico,GAS NATURAL BAN S.A.,Sede Central,I   - Facturación y Gestión de Deudas
,,2018,64,Enero,1,Telefónico,METROGAS S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2018,18,Enero,1,Personal,METROGAS S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2018,4,Enero,1,Correo Postal,METROGAS S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2018,48,Enero,1,Medio electrónico,METROGAS S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2018,6,Enero,1,Correo Postal,METROGAS S.A.,Sede Central,III - Gestión de Prestaciones
,,2018,26,Enero,1,Medio electrónico,METROGAS S.A.,Sede Central,III - Gestión de Prestaciones
,,2018,3,Enero,1,Personal,METROGAS S.A.,Sede Central,III - Gestión de Prestaciones
,,2018,2,Enero,1,Telefónico,METROGAS S.A.,Sede Central,III - Gestión de Prestaciones
,,2018,20,Enero,1,Medio electrónico,METROGAS S.A.,Sede Central,I   - Facturación y Gestión de Deudas
,,2018,8,Enero,1,Correo Postal,METROGAS S.A.,Sede Central,I   - Facturación y Gestión de Deudas
,,2018,9,Enero,1,Personal,METROGAS S.A.,Sede Central,I   - Facturación y Gestión de Deudas
,,2018,8,Enero,1,Telefónico,METROGAS S.A.,Sede Central,I   - Facturación y Gestión de Deudas
,,2018,1,Febrero,2,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Bahía Blanca,II  - Inconvenientes con el suministro de gas
,,2018,1,Febrero,2,Personal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Bahía Blanca,I   - Facturación y Gestión de Deudas
,,2018,1,Febrero,2,Telefónico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,II  - Inconvenientes con el suministro de gas
,,2018,3,Febrero,2,Telefónico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,I   - Facturación y Gestión de Deudas
,,2018,3,Febrero,2,Personal,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,II  - Inconvenientes con el suministro de gas
,,2018,8,Febrero,2,Telefónico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,II  - Inconvenientes con el suministro de gas
,,2018,4,Febrero,2,Medio electrónico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,II  - Inconvenientes con el suministro de gas
,,2018,1,Febrero,2,Medio electrónico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,III - Gestión de Prestaciones
,,2018,2,Febrero,2,Personal,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,III - Gestión de Prestaciones
,,2018,4,Febrero,2,Medio electrónico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,I   - Facturación y Gestión de Deudas
,,2018,5,Febrero,2,Personal,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,I   - Facturación y Gestión de Deudas
,,2018,1,Febrero,2,Medio electrónico,GAS NEA S.A.,Centro Regional Concordia,II  - Inconvenientes con el suministro de gas
,,2018,1,Febrero,2,Medio electrónico,GAS NEA S.A.,Centro Regional Concordia,I   - Facturación y Gestión de Deudas
,,2018,1,Febrero,2,Telefónico,REDENGAS S.A.,Centro Regional Concordia,II  - Inconvenientes con el suministro de gas
,,2018,3,Febrero,2,Correo Postal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,II  - Inconvenientes con el suministro de gas
,,2018,12,Febrero,2,Telefónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,II  - Inconvenientes con el suministro de gas
,,2018,4,Febrero,2,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,II  - Inconvenientes con el suministro de gas
,,2018,1,Febrero,2,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,III - Gestión de Prestaciones
,,2018,1,Febrero,2,Correo Postal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,III - Gestión de Prestaciones
,,2018,6,Febrero,2,Telefónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,III - Gestión de Prestaciones
,,2018,1,Febrero,2,Telefónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,I   - Facturación y Gestión de Deudas
,,2018,6,Febrero,2,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,I   - Facturación y Gestión de Deudas
,,2018,7,Febrero,2,Telefónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,I   - Facturación y Gestión de Deudas
,,2018,1,Febrero,2,Medio electrónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,I   - Facturación y Gestión de Deudas
,,2018,1,Febrero,2,Telefónico,SBD GAS DEL SUR S.A.,Centro Regional Cuyo,I   - Facturación y Gestión de Deudas
,,2018,11,Febrero,2,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,II  - Inconvenientes con el suministro de gas
,,2018,1,Febrero,2,Medio electrónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,II  - Inconvenientes con el suministro de gas
,,2018,2,Febrero,2,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,III - Gestión de Prestaciones
,,2018,5,Febrero,2,Medio electrónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,I   - Facturación y Gestión de Deudas
,,2018,2,Febrero,2,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,I   - Facturación y Gestión de Deudas
,,2018,1,Febrero,2,Personal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,I   - Facturación y Gestión de Deudas
,,2018,1,Febrero,2,Medio electrónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,I   - Facturación y Gestión de Deudas
,,2018,1,Febrero,2,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,I   - Facturación y Gestión de Deudas
,,2018,2,Febrero,2,Medio electrónico,COMPAÑÍA DE GAS DE LA COSTA S.A.,Centro Regional Mar Del Plata,II  - Inconvenientes con el suministro de gas
,,2018,1,Febrero,2,Telefónico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Río Grande,II  - Inconvenientes con el suministro de gas
,,2018,1,Febrero,2,Telefónico,COOPERATIVA LIMITADA DE SERVICIOS PÚBLICOS Y SOCIALES DE PÉREZ-COOPESER,Centro Regional Rosario,III - Gestión de Prestaciones
,,2018,4,Febrero,2,Telefónico,LITORAL GAS S.A.,Centro Regional Rosario,II  - Inconvenientes con el suministro de gas
,,2018,1,Febrero,2,Telefónico,LITORAL GAS S.A.,Centro Regional Rosario,III - Gestión de Prestaciones
,,2018,4,Febrero,2,Personal,LITORAL GAS S.A.,Centro Regional Rosario,I   - Facturación y Gestión de Deudas
,,2018,1,Febrero,2,Telefónico,LITORAL GAS S.A.,Centro Regional Rosario,I   - Facturación y Gestión de Deudas
,,2018,1,Febrero,2,Telefónico,SBD COOPERATIVA SETÚBAL LTDA.,Centro Regional Rosario,I   - Facturación y Gestión de Deudas
,,2018,4,Febrero,2,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional San Juan,II  - Inconvenientes con el suministro de gas
,,2018,1,Febrero,2,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional San Juan,III - Gestión de Prestaciones
,,2018,1,Febrero,2,Telefónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional San Juan,III - Gestión de Prestaciones
,,2018,2,Febrero,2,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Santa Rosa,II  - Inconvenientes con el suministro de gas
,,2018,2,Febrero,2,Telefónico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Sur,II  - Inconvenientes con el suministro de gas
,,2018,1,Febrero,2,Telefónico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Trelew,II  - Inconvenientes con el suministro de gas
,,2018,5,Febrero,2,Telefónico,GASNOR S.A.,Centro Regional Tucumán,II  - Inconvenientes con el suministro de gas
,,2018,1,Febrero,2,Medio electrónico,GASNOR S.A.,Centro Regional Tucumán,I   - Facturación y Gestión de Deudas
,,2018,1,Febrero,2,Correo Postal,GAS NATURAL BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2018,21,Febrero,2,Medio electrónico,GAS NATURAL BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2018,83,Febrero,2,Telefónico,GAS NATURAL BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2018,1,Febrero,2,Personal,GAS NATURAL BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2018,3,Febrero,2,Telefónico,GAS NATURAL BAN S.A.,Sede Central,III - Gestión de Prestaciones
,,2018,1,Febrero,2,Personal,GAS NATURAL BAN S.A.,Sede Central,III - Gestión de Prestaciones
,,2018,17,Febrero,2,Medio electrónico,GAS NATURAL BAN S.A.,Sede Central,III - Gestión de Prestaciones
,,2018,1,Febrero,2,Correo Postal,GAS NATURAL BAN S.A.,Sede Central,III - Gestión de Prestaciones
,,2018,34,Febrero,2,Telefónico,GAS NATURAL BAN S.A.,Sede Central,I   - Facturación y Gestión de Deudas
,,2018,2,Febrero,2,Correo Postal,GAS NATURAL BAN S.A.,Sede Central,I   - Facturación y Gestión de Deudas
,,2018,9,Febrero,2,Medio electrónico,GAS NATURAL BAN S.A.,Sede Central,I   - Facturación y Gestión de Deudas
,,2018,45,Febrero,2,Medio electrónico,METROGAS S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2018,2,Febrero,2,Correo Postal,METROGAS S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2018,61,Febrero,2,Telefónico,METROGAS S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2018,12,Febrero,2,Personal,METROGAS S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2018,8,Febrero,2,Personal,METROGAS S.A.,Sede Central,III - Gestión de Prestaciones
,,2018,3,Febrero,2,Telefónico,METROGAS S.A.,Sede Central,III - Gestión de Prestaciones
,,2018,8,Febrero,2,Correo Postal,METROGAS S.A.,Sede Central,III - Gestión de Prestaciones
,,2018,20,Febrero,2,Medio electrónico,METROGAS S.A.,Sede Central,III - Gestión de Prestaciones
,,2018,10,Febrero,2,Telefónico,METROGAS S.A.,Sede Central,I   - Facturación y Gestión de Deudas
,,2018,9,Febrero,2,Medio electrónico,METROGAS S.A.,Sede Central,I   - Facturación y Gestión de Deudas
,,2018,7,Febrero,2,Correo Postal,METROGAS S.A.,Sede Central,I   - Facturación y Gestión de Deudas
,,2018,6,Febrero,2,Personal,METROGAS S.A.,Sede Central,I   - Facturación y Gestión de Deudas
,,2018,2,Marzo,3,Medio electrónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Bahía Blanca,II  - Inconvenientes con el suministro de gas
,,2018,1,Marzo,3,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Bahía Blanca,II  - Inconvenientes con el suministro de gas
,,2018,1,Marzo,3,Telefónico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,II  - Inconvenientes con el suministro de gas
,,2018,1,Marzo,3,Telefónico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,I   - Facturación y Gestión de Deudas
,,2018,1,Marzo,3,Personal,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,I   - Facturación y Gestión de Deudas
,,2018,2,Marzo,3,Telefónico,COOPETEL LTDA.,Centro Regional Bariloche,I   - Facturación y Gestión de Deudas
1.0,,2018,Correo Postal,Marzo,3,II  - Inconvenientes con el suministro de gas,COOPERATIVA DE OBRAS,Centro Regional Centro,SERVICIOS PÚBLICOS Y SOCIALES DE HERNANDO LTDA.
,,2018,2,Marzo,3,Telefónico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,II  - Inconvenientes con el suministro de gas
,,2018,3,Marzo,3,Personal,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,II  - Inconvenientes con el suministro de gas
,,2018,3,Marzo,3,Medio electrónico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,II  - Inconvenientes con el suministro de gas
,,2018,2,Marzo,3,Medio electrónico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,I   - Facturación y Gestión de Deudas
,,2018,2,Marzo,3,Telefónico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,I   - Facturación y Gestión de Deudas
,,2018,3,Marzo,3,Personal,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,I   - Facturación y Gestión de Deudas
,,2018,1,Marzo,3,Correo Postal,EMPRESA MUNICIPAL DE GAS SA (EMUGAS),Centro Regional Centro,I   - Facturación y Gestión de Deudas
,,2018,1,Marzo,3,Telefónico,GAS NEA S.A.,Centro Regional Concordia,II  - Inconvenientes con el suministro de gas
,,2018,1,Marzo,3,Medio electrónico,GAS NEA S.A.,Centro Regional Concordia,III - Gestión de Prestaciones
,,2018,1,Marzo,3,Medio electrónico,GAS NEA S.A.,Centro Regional Concordia,I   - Facturación y Gestión de Deudas
,,2018,4,Marzo,3,Medio electrónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,II  - Inconvenientes con el suministro de gas
,,2018,20,Marzo,3,Telefónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,II  - Inconvenientes con el suministro de gas
,,2018,11,Marzo,3,Telefónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,III - Gestión de Prestaciones
,,2018,3,Marzo,3,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,III - Gestión de Prestaciones
,,2018,8,Marzo,3,Telefónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,I   - Facturación y Gestión de Deudas
,,2018,1,Marzo,3,Correo Postal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,I   - Facturación y Gestión de Deudas
,,2018,3,Marzo,3,Medio electrónico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,I   - Facturación y Gestión de Deudas
,,2018,8,Marzo,3,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,I   - Facturación y Gestión de Deudas
,,2018,1,Marzo,3,Telefónico,ENERGÍA SAN LUIS GAS,Centro Regional Cuyo,I   - Facturación y Gestión de Deudas
,,2018,16,Marzo,3,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,II  - Inconvenientes con el suministro de gas
,,2018,12,Marzo,3,Medio electrónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,II  - Inconvenientes con el suministro de gas
,,2018,1,Marzo,3,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,III - Gestión de Prestaciones
,,2018,2,Marzo,3,Medio electrónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,III - Gestión de Prestaciones
,,2018,8,Marzo,3,Medio electrónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,I   - Facturación y Gestión de Deudas
,,2018,5,Marzo,3,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,I   - Facturación y Gestión de Deudas
,,2018,5,Marzo,3,Personal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,I   - Facturación y Gestión de Deudas
,,2018,2,Marzo,3,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,II  - Inconvenientes con el suministro de gas
,,2018,2,Marzo,3,Medio electrónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,II  - Inconvenientes con el suministro de gas
,,2018,1,Marzo,3,Personal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,II  - Inconvenientes con el suministro de gas
,,2018,1,Marzo,3,Personal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,III - Gestión de Prestaciones
,,2018,2,Marzo,3,Personal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,I   - Facturación y Gestión de Deudas
,,2018,1,Marzo,3,Telefónico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,I   - Facturación y Gestión de Deudas
